Supplier ID,Supplier Name,Transno,Account,Description,Amount,Pay Date,Group
223464,Simnir Ltd t/a Rocking Horse Kindergarten,51494839,R6106,Early Years Funding (PVIs and LA),"£4,886.34",01/03/2019,Communities
229323,SJB Pathology Services Ltd,51498768,R4615,Coroner/Mortuary/Pathology Fees,"£1,258.40",07/03/2019,Other Services
205591,Sketchley Horizon,51488565,R6107,SEN Statements Funding,"-£5,905.20",27/03/2019,Communities
205591,Sketchley Horizon,51499261,R6107,SEN Statements Funding,"-£10,302.63",27/03/2019,Communities
205591,Sketchley Horizon,51495276,R6107,SEN Statements Funding,"£21,275.00",27/03/2019,Communities
205591,Sketchley Horizon,51495277,R6107,SEN Statements Funding,"£22,636.60",27/03/2019,Communities
205591,Sketchley Horizon,51495278,R6107,SEN Statements Funding,"£26,573.40",27/03/2019,Communities
205591,Sketchley Horizon,51495280,R6107,SEN Statements Funding,"£22,636.60",27/03/2019,Communities
205591,Sketchley Horizon,51495281,R6107,SEN Statements Funding,"£25,650.00",27/03/2019,Communities
205591,Sketchley Horizon,51495282,R6107,SEN Statements Funding,"£21,850.00",27/03/2019,Communities
205591,Sketchley Horizon,51495283,R6107,SEN Statements Funding,"£22,000.00",27/03/2019,Communities
205591,Sketchley Horizon,51495284,R6107,SEN Statements Funding,"£22,636.60",27/03/2019,Communities
