unique_property_reference_number,unique_asset_id,name_of_building_land_or_both,street_number_or_numbers,street_name,postal_town,uk_postcode,easting,northing,tenure,tenure_characteristics,land_only,size_of_asset,size_units,effective_service_delivery_government_services_function,reason_for_holding_asset,localism_act,total_building_operation_costs,required_maintenance_costs,suitability_rating,energy_performance_dec_rating
"10013180962","5199","Premises At Montague Road","","Montague Road","Warwick","CV34 5LT",429080,265970,"Freehold","Occupied by the Local Authority","Land with a permanent building",6791.27,"Sq.m","Government, citizens and rights","To Follow","n/a","Not Currently Available",791397.74,"Not Currently Available","C"
"n/a","5209","Myton Grange Woodland","","Ward Grove","Myton, Warwick","n/a",429943,265207,"Freehold","Part or Wholly let out on a Leasehold or Licence","Land only",0.94,"Hectares","Environmental protection","To Follow","n/a","Not Currently Available",0.00,"Not Currently Available","n/a"
"n/a","5210","Myton Grange Spinney","","Myton Lane","Warwick","n/a",430011,264977,"Freehold","Part or Wholly let out on a Leasehold or Licence","Land only",0.21,"Hectares","Environmental protection","To Follow","n/a","Not Currently Available",0.00,"Not Currently Available","n/a"
"10013184069","5211","Guy's Cliffe, Top Yard","","Coventry Road","Guys Cliffe, Warwick","CV34 5YD",429369,266631,"Freehold","Part or Wholly let out on a Leasehold or Licence","Land with a permanent building",946.31,"Sq.m","Environmental protection","To Follow","n/a","Not Currently Available",2484.07,"Not Currently Available","n/a"
"n/a","5217","Land at Hawkes Farm (Europa Way)","","Europa Way","Heathcote, Warwick","n/a",430330,264100,"Freehold","Part or Wholly let out on a Leasehold or Licence","Land only",5.54,"Hectares","Environmental protection","To Follow","n/a","Not Currently Available",0.00,"Not Currently Available","n/a"
"n/a","5218","Land At Stratford Road","","Stratford Road","Warwick","n/a",427310,263280,"Freehold","Part or Wholly let out on Leasehold or Licence","Land only",0.21,"Hectares","Government, citizens and rights","To Follow","n/a","Not Currently Available",0.00,"Not Currently Available","n/a"
"100071510774","5219","Land at Heathcote Hill Farm (Europa Way)","","Gallows Hill","Warwick","CV34 6SJ",430106,263974,"Freehold","Part or Wholly let out on a Leasehold or Licence","Land only",17.28,"Hectares","Environmental protection","To Follow","n/a","Not Currently Available",0.00,"Not Currently Available","n/a"
"200001168364","5220","2 Heathcote Hill Farm Cottage","2","Gallows Hill","Warwick","CV34 6SJ",429882,264113,"Freehold","Part or Wholly let out on a Leasehold or Licence","Land with a permanent building",527.04,"Sq.m","Environmental protection","To Follow","n/a","Not Currently Available",39918.22,"Not Currently Available","n/a"
"200001168363","5222","1 Heathcote Hill Farm Cottage","1","Gallows Hill","Warwick","CV34 6SJ",429889,264111,"Freehold","Part or Wholly let out on a Leasehold or Licence","Land with a permanent building",53.22,"Sq.m","Environmental protection","To Follow","n/a","Not Currently Available",17552.40,"Not Currently Available","n/a"
"n/a","5223","Land At Heathcote Industrial Estate","","Heathcote Road","Warwick","n/a",430726,264167,"Freehold","Occupied by the Local Authority","Land only",2.33,"Hectares","Government, citizens and rights","To Follow","n/a","Not Currently Available",0.00,"Not Currently Available","n/a"
"n/a","5224","Warwick Land At Technology Park","","Heathcote Lane","Warwick","CV34 6SP",429853,264224,"Freehold","Part or Wholly let out on Leasehold or Licence","Land only",3.33,"Hectares","Business and employment","To Follow","n/a","Not Currently Available",0.00,"Not Currently Available","n/a"
"100071510952","5226","Newburgh Primary School","","Kipling Avenue","Warwick","CV34 6LD",427300,263860,"Freehold","Part or Wholly let out on Leasehold or Licence","Land with a permanent building",2837.79,"Sq.m","Education and learning","To Follow","n/a","Not Currently Available",248494.15,"Not Currently Available","D"
"10013184271","5228","Woodloes Community Primary School (Academy)","","Deansway","Woodloes Park, Warwick","CV34 5DF",428130,266260,"Freehold","Part or Wholly let out on Leasehold or Licence","Land with a permanent building",2920.16,"Sq.m","Education and learning","To Follow","n/a","Not Currently Available",204285.37,"Not Currently Available","C"
"100071400652","5229","Emscote Infant School","","All Saints Road","Warwick","CV34 5NH",429610,265680,"Freehold","Part or Wholly let out on Leasehold or Licence","Land with a permanent building",1457.78,"Sq.m","Education and learning","To Follow","n/a","Not Currently Available",173903.19,"Not Currently Available","C"
"100071510582","5230","All Saints C. of E. Junior School","","Nelson Avenue","Warwick","CV34 5LY",429300,266040,"Freehold","Occupied by the Local Authority","Land with a permanent building",1528.09,"Sq.m","Education and learning","To Follow","n/a","Not Currently Available",412022.82,"Not Currently Available","D"
"100071510147","5231","Warwick Nursery School (Maint)","","Coventry Road","Warwick","CV34 4LJ",428610,265270,"Freehold","Part or Wholly let out on Leasehold or Licence","Land with a permanent building",424.10,"Sq.m","Education and learning","To Follow","n/a","Not Currently Available",80806.02,"Not Currently Available","B, D"
"100071510607","5232","Former Ridgeway School","Withheld","Withheld","Withheld","CV34",0,0,"Freehold","Vacant","Land with a permanent building",1734.86,"Sq.m","Government, citizens and rights","To Follow","n/a","Not Currently Available",472082.42,"Not Currently Available","n/a"
"100071400762","5233","Myton School A Specialist Science College &","","Myton Road","Warwick","CV34 6PJ",429770,264670,"Other","Vested in Trustees","Land with a permanent building",15030.67,"Sq.m","Education and learning","To Follow","n/a","Not Currently Available",1384099.60,"Not Currently Available","C, E"
"100071510961","5234","Aylesford School & Sixth Form College (Academy)","","Tapping Way","Warwick","CV34 6XR",427340,263600,"Freehold","Part or Wholly let out on Leasehold or Licence","Land with a permanent building",11966.40,"Sq.m","Education and learning","To Follow","n/a","Not Currently Available",1110600.80,"Not Currently Available","B, D"
"10014037007","5236","Round Oak School, Support Service & Sports College","","Brittain Lane","Warwick","CV34 6DX",430190,264710,"Freehold","Occupied by the Local Authority","Land with a permanent building",3721.62,"Sq.m","Education and learning","To Follow","n/a","Not Currently Available",96144.11,"Not Currently Available","D"
"100071400658","5239","Westgate Primary School","","Bowling Green Street","Warwick","CV34 4DD",427950,264750,"Freehold","Part or Wholly let out on Leasehold or Licence","Land with a permanent building",1460.96,"Sq.m","Education and learning","To Follow","n/a","Not Currently Available",271470.94,"Not Currently Available","D"
"100071510228","5241","St Mary Immaculate Catholic Primary School","","Wathen Road","Warwick","CV34 5BG",428350,265560,"Freehold","Occupied by the Local Authority","Land with a permanent building",1252.45,"Sq.m","Education and learning","To Follow","n/a","Not Currently Available",232858.71,"Not Currently Available","D"
"100071509737","5242","Warwick Youth Centre","71","Coten End","Warwick","CV34 4NU",428970,265310,"Freehold","Part or Wholly let out on Leasehold or Licence","Land with a permanent building",633.68,"Sq.m","Education and learning","To Follow","n/a","Not Currently Available",125379.09,"Not Currently Available","n/a"
"100071510119","5245","The Old Clink","","The Holloway","Warwick","CV34 4SJ",427975,264990,"Leasehold","Occupied by the Local Authority","Land with a permanent building",370.30,"Sq.m","Government, citizens and rights","To Follow","n/a","Not Currently Available",22323.11,"Not Currently Available","n/a"
"100071509971","5247","St John's House Museum","","St Johns","Warwick","CV34 4NF",428720,265080,"Freehold","Part or Wholly let out on Leasehold or Licence","Land with a permanent building",1348.64,"Sq.m","Leisure and culture","To Follow","n/a","Not Currently Available",364856.78,"Not Currently Available","C"
"100071509820","5248","County Museum (Market Hall)","","Market Place","Warwick","CV34 4SA",428020,264930,"Freehold","Occupied by the Local Authority","Land with a permanent building",834.00,"Sq.m","Leisure and culture","To Follow","n/a","Not Currently Available",120430.39,"Not Currently Available","D"
"10000211308","5252","County Record Office","","Cape Road","The Cape, Warwick","CV34 4JS",428300,265300,"Freehold","Occupied by the Local Authority","Land with a permanent building",1565.35,"Sq.m","Leisure and culture","To Follow","n/a","Not Currently Available",214910.57,"Not Currently Available","G"
"10000211309","5253","Priory House","","Cape Road","The Cape, Warwick","CV34 4JS",428250,265280,"Freehold","Occupied by the Local Authority","Land with a permanent building",246.69,"Sq.m","Government, citizens and rights","To Follow","n/a","Not Currently Available",27944.11,"Not Currently Available","n/a"
"10000211310","5254","Priory Bungalow","","Cape Road","The Cape, Warwick","CV34 4JS",428270,265280,"Freehold","Occupied by the Local Authority","Land with a permanent building",77.90,"Sq.m","Leisure and culture","To Follow","n/a","Not Currently Available",18274.11,"Not Currently Available","n/a"
"10013182836","5255","Cape Road Car Park (Back Part)","","Cape Road","The Cape, Warwick","CV34 4JP",428200,265330,"Freehold","Occupied by the Local Authority","Land only",0.48,"Hectares","Transport and highways","To Follow","n/a","Not Currently Available",0.00,"Not Currently Available","n/a"
"100071582982","5264","The Emscote Centre","","Nelson Lane","Warwick","CV34 5JB",429150,265700,"Freehold","Part or Wholly let out on Leasehold or Licence","Land with a permanent building",944.56,"Sq.m","Licences, permits and permissions","To Follow","n/a","Not Currently Available",406690.89,"Not Currently Available","n/a"
"100071510655","5268","Myton Park Centre","","Myton Lane","Warwick","CV34 6PX",430200,265040,"Freehold","Occupied by the Local Authority","Land with a permanent building",1782.78,"Sq.m","Government, citizens and rights","To Follow","n/a","Not Currently Available",216552.23,"Not Currently Available","C"
"n/a","5270","Public Amenity Land At Myton Hamlet","","Myton Road","Warwick","CV34 6PX",429966,264941,"Freehold","Occupied by the Local Authority","Land only",0.07,"Hectares","Government, citizens and rights","To Follow","n/a","Not Currently Available",0.00,"Not Currently Available","n/a"
"100071510179","5287","Pageant House","","Jury Street","Warwick","CV34 4EW",428270,264870,"Leasehold","Occupied by the Local Authority","Land with a permanent building",113.16,"Sq.m","Government, citizens and rights","To Follow","n/a","Not Currently Available",6747.81,"Not Currently Available","n/a"
"10013180552","5288","Glebe Farm","","Wellesbourne Road","Wasperton, Warwick","CV35 8EE",427335,258841,"Both Freehold & Leasehold","Part or Wholly let out on a Leasehold or Licence","Land with a permanent building",1095.99,"Sq.m","Environmental protection","To Follow","n/a","Not Currently Available",48994.33,"Not Currently Available","n/a"
"100071505934","5289","St Margaret's CE Junior School","","Coppice Road","Whitnash, Leamington Spa","CV31 2JF",432620,263080,"Freehold","Occupied by the Local Authority","Land with a permanent building",2060.73,"Sq.m","Education and learning","To Follow","n/a","Not Currently Available",315729.37,"Not Currently Available","D"
"100071400855","5290","Briar Hill Infant School","","Coppice Road","Whitnash, Leamington Spa","CV31 2JF",432640,263160,"Freehold","Part or Wholly let out on Leasehold or Licence","Land with a permanent building",1551.70,"Sq.m","Education and learning","To Follow","n/a","Not Currently Available",432870.94,"Not Currently Available","D"
"100071506110","5291","Whitnash Primary School","","Langley Road","Whitnash, Leamington Spa","CV31 2EX",432420,263870,"Freehold","Part or Wholly let out on Leasehold or Licence","Land with a permanent building",1997.42,"Sq.m","Education and learning","To Follow","n/a","Not Currently Available",217770.30,"Not Currently Available","D"
"100071400857","5292","St Joseph's Catholic Primary School","","Rowley Road","Whitnash, Leamington Spa","CV31 2LJ",432390,263030,"Freehold","Occupied by the Local Authority","Land with a permanent building",1182.72,"Sq.m","Education and learning","To Follow","n/a","Not Currently Available",174097.13,"Not Currently Available","C"
"100071506128","5293","Whitnash Library & Information Centre","","Whitmore Road","Whitnash, Leamington Spa","CV31 2JH",432230,263410,"Freehold","Part or Wholly let out on Leasehold or Licence","Land with a permanent building",264.19,"Sq.m","Leisure and culture","To Follow","n/a","Not Currently Available",7202.54,"Not Currently Available","n/a"
"10000208355","5298","Bridge Barn Farm","","Hunningham Road","Weston Under Wetherley, Leamington Spa","CV33 9EB",436914,268456,"Freehold","Part or Wholly let out on a Leasehold or Licence","Land with a permanent building",4030.60,"Sq.m","Environmental protection","To Follow","n/a","Not Currently Available",48552.91,"Not Currently Available","n/a"
"10000208357","5299","Bridge Barn Farm (Holding S58/3)","","Hunningham Road","Weston Under Wetherley, Leamington Spa","CV33 9EB",436500,268502,"Freehold","Part or Wholly let out on a Leasehold or Licence","Land with a permanent building",1635.30,"Sq.m","Environmental protection","To Follow","n/a","Not Currently Available",249056.00,"Not Currently Available","n/a"
"n/a","5319","Land At Hawkes Farm","","Europa Way","Warwick","n/a",430330,264100,"Freehold","Part or Wholly let out on a Leasehold or Licence","Land only",0.16,"Hectares","Environmental protection","To Follow","n/a","Not Currently Available",0.00,"Not Currently Available","n/a"
"10014323014","6002","Marle Hall Outdoor Education Centre","","Marl Lane","Llandudno Junction","LL31 9JA",279860,378770,"Freehold","Part or Wholly let out on Leasehold or Licence","Land with a permanent building",1903.50,"Sq.m","Education and learning","To Follow","n/a","Not Currently Available",461789.94,"Not Currently Available","D"
"10007775862","1016","Wheelwright Lane Primary School","","Wheelwright Lane","Ash Green, Bedworth","CV7 9HN",433670,284240,"Freehold","Part or Wholly let out on Leasehold or Licence","Land with a permanent building",1853.13,"Sq.m","Education and learning","To Follow","n/a","Not Currently Available",214953.58,"Not Currently Available","E"
"n/a","2202","Land at Heanley Farm","","Hurley Common","Hurley","n/a",424268,296665,"Freehold","Part or Wholly let out on a Leasehold or Licence","Land only",0.00,"Hectares","Environmental protection","To Follow","n/a","Not Currently Available",0.00,"Not Currently Available","n/a"
"10024634701","4329","Heath End Store And Workshop","Withheld","Withheld","Withheld","CV37",0,0,"Freehold","Vacant","Land with a permanent building",62.97,"Sq.m","Government, citizens and rights","To Follow","n/a","Not Currently Available",0.00,"Not Currently Available","n/a"
"10023385182","4335","Stratford upon Avon Primary School Playing field","","Chestnut Walk","Stratford-Upon-Avon","CV37 6HE",419836,254702,"Licence","Part Occupied by the Local Authority on a Licence","Land only",0.84,"Hectares","Education and learning","To Follow","n/a","Not Currently Available",0.00,"Not Currently Available","n/a"
"200002867891","3260","Sir Frank Whittle Business Centre","","Great Central Way","Rugby","CV21 3XH",451631,276080,"Freehold","Part or Wholly let out on Leasehold or Licence","Land with a permanent building",2668.22,"Sq.m","Transport and highways","To Follow","n/a","Not Currently Available",13368.80,"Not Currently Available","n/a"
"100071496969","1242","Kings House","","King Street","Bedworth","CV12 8LL",436043,286996,"Leasehold","Part or Wholly let out on Leasehold or Licence","Land with a permanent building",2898.02,"Sq.m","Government, citizens and rights","To Follow","n/a","Not Currently Available",110368.55,"Not Currently Available","D"
"100071360529","3261","Rugby Register Office","5","Bloxam Place","Rugby","CV21 3DS",450110,275050,"Freehold","Occupied by the Local Authority","Land with a permanent building",162.48,"Sq.m","Government, citizens and rights","To Follow","n/a","Not Currently Available",13502.44,"Not Currently Available","n/a"
"100071362981","6014","Lillington The Grange","151","Valley Road","Lillington, Leamington Spa","CV32 7RX",432847,267127,"Freehold","Part or Wholly let out on Leasehold or Licence","Land with a permanent building",248.40,"Sq.m","Government, citizens and rights","To Follow","n/a","Not Currently Available",6750.11,"Not Currently Available","n/a"
"100071513504","4361","Stratford Hospital Stratford Mental Health Resourc","","Arden Street","Stratford-Upon-Avon","CV37 6NX",419678,255280,"Other","Occupied by the Local Authority","Land with a permanent building",0.00,"Sq.m","Government, citizens and rights","To Follow","n/a","Not Currently Available",0.00,"Not Currently Available","n/a"
"10000227791","1246","Bermuda Innovation Centre","","St Davids Way","Nuneaton","CV10 7SG",435307,288835,"Freehold","Part or Wholly let out on Leasehold or Licence","Land with a permanent building",3042.31,"Sq.m","Transport and highways","To Follow","n/a","Not Currently Available",122351.15,"Not Currently Available","n/a"
"100071399552","3262","Paddox Primary School","","Fareham Avenue","Hillmorton, Rugby","CV22 5HS",451946,273797,"Freehold","Part or Wholly let out on Leasehold or Licence","Land with a permanent building",3117.41,"Sq.m","Education and learning","To Follow","n/a","Not Currently Available",614557.80,"Not Currently Available","C"
"100071496830","1247","Goodyers End Primary School","","Bowling Green Lane","Bedworth","CV12 0HP",434430,285850,"Freehold","Occupied by the Local Authority","Land with a permanent building",3030.76,"Sq.m","Education and learning","To Follow","n/a","Not Currently Available",824937.71,"Not Currently Available","C"
"100071399290","1248","Milby Primary School","","Milby Drive","Nuneaton","CV11 6JS",437650,293850,"Freehold","Part or Wholly let out on Leasehold or Licence","Land with a permanent building",3330.20,"Sq.m","Education and learning","To Follow","n/a","Not Currently Available",556748.87,"Not Currently Available","C"
"100071496932","1249","Newdigate Primary School","","Anderton Road","Bedworth","CV12 0HA",433400,286380,"Freehold","Part or Wholly let out on Leasehold or Licence","Land with a permanent building",2820.45,"Sq.m","Education and learning","To Follow","n/a","Not Currently Available",587739.22,"Not Currently Available","D"
"100071494940","1250","Weddington Primary School","","Winchester Avenue","Nuneaton","CV10 0DN",436730,293330,"Freehold","Part or Wholly let out on Leasehold or Licence","Land with a permanent building",3076.23,"Sq.m","Education and learning","To Follow","n/a","Not Currently Available",612566.45,"Not Currently Available","C"
"10013182551","5339","Coten End Primary School","","Coten End","Warwick","CV34 4NP",429050,265160,"Freehold","Part or Wholly let out on Leasehold or Licence","Land with a permanent building",3577.30,"Sq.m","Education and learning","To Follow","n/a","Not Currently Available",414513.93,"Not Currently Available","D"
"100071508875","5340","Lillington Nursery & Primary School","","Cubbington Road","Lillington, Leamington Spa","CV32 7AG",432690,267180,"Freehold","Occupied by the Local Authority","Land with a permanent building",3781.28,"Sq.m","Education and learning","To Follow","n/a","Not Currently Available",658497.20,"Not Currently Available","D"
"100071398800","2208","Water Orton Primary School","","Attleboro Lane","Water Orton","B46 1SB",417620,290680,"Freehold","Part or Wholly let out on Leasehold or Licence","Land with a permanent building",2683.41,"Sq.m","Education and learning","To Follow","n/a","Not Currently Available",347773.28,"Not Currently Available","D"
"100071485640","2209","Birchwood Primary School (Academy)","","Birchwood Avenue","Dordon","B78 1QU",425790,301400,"Freehold","Part or Wholly let out on Leasehold or Licence","Land with a permanent building",3028.45,"Sq.m","Education and learning","To Follow","n/a","Not Currently Available",343564.57,"Not Currently Available","E"
"100071521727","2210","Transport Depot","","Racemeadow Road","Carlyon Industrial Estate, Atherstone","CV9 1LJ",431520,298160,"Leasehold","Part or Wholly let out on Leasehold or Licence","Land with a permanent building",297.76,"Sq.m","Licences, permits and permissions","To Follow","n/a","Not Currently Available",11634.35,"Not Currently Available","n/a"
"100071577468","1253","Pool Road Business Centre","","Pool Road","Nuneaton","CV10 9AQ",434707,292218,"Freehold","Part or Wholly let out on Leasehold or Licence","Land with a permanent building",952.89,"Sq.m","Transport and highways","To Follow","n/a","Not Currently Available",7823.89,"Not Currently Available","n/a"
"n/a","2211","Kingsbury Swimming Pool","","Tamworth Road","Kingsbury","B78 2LF",421561,296549,"Freehold","Occupied by the Local Authority","Land with a permanent building",1324.37,"Sq.m","Education and learning","To Follow","n/a","Not Currently Available",108450.99,"Not Currently Available","n/a"
"100071400006","4366","St. Lawrence C.E. (Voluntary Aided) Primary School","","St Lawrence Close","Napton-On-The-Hill","CV47 8LU",446604,260968,"Leasehold","Occupied by the Local Authority","Land with a permanent building",1144.51,"Sq.m","Education and learning","To Follow","n/a","Not Currently Available",90344.70,"Not Currently Available","n/a"
"100071511833","5348","All Saints C.of E. Community Primary School","","Warwick Road","Leek Wootton, Warwick","CV35 7QR",429034,268464,"Freehold","Occupied by the Local Authority","Land with a permanent building",813.48,"Sq.m","Education and learning","To Follow","n/a","Not Currently Available",43364.72,"Not Currently Available","C"
"100071400319","4367","Wellesbourne Fire Station","","Loxley Road","Wellesbourne","CV35 9JL",427220,254890,"Freehold","Occupied by the Local Authority","Land with a permanent building",324.22,"Sq.m","Community safety","To Follow","n/a","Not Currently Available",28694.38,"Not Currently Available","n/a"
"10007780075","1257","Attleborough Fields Industrial Estate","","Slingsby Close","Nuneaton","CV11 6RP",437525,290868,"Freehold","Part or Wholly let out on Leasehold or Licence","Land only",1.61,"Hectares","Business and employment","To Follow","n/a","Not Currently Available",0.00,"Not Currently Available","n/a"
"n/a","5352","Coten End Music Block","","County Music Service","Coten End, Warwick","CV34 4NP",428937,265209,"Freehold","Occupied by the Local Authority","Land with a permanent building",184.74,"Sq.m","Education and learning","To Follow","n/a","Not Currently Available",51781.30,"Not Currently Available","n/a"
"10007772197","1259","Transport Depot, Units D2, D3 & D4 Greenwood Court","","Veasey Close","Nuneaton","CV11 6RT",437441,291083,"Leasehold","Occupied by the Local Authority","Land with a permanent building",356.83,"Sq.m","Transport and highways","To Follow","n/a","Not Currently Available",23167.85,"Not Currently Available","n/a"
"100071509737","5358","71 Coten End","71","Coten End","Warwick","CV34 4NU",428972,265309,"Freehold","Occupied by the Local Authority","Land with a permanent building",111.98,"Sq.m","Licences, permits and permissions","To Follow","n/a","Not Currently Available",21921.51,"Not Currently Available","n/a"
"10001177190","2214","Pooley Country Park","","Pooley Lane","Polesworth","B78 1JA",425973,303333,"Both Freehold & Leasehold","Part or Wholly let out on Leasehold or Licence","Land with a permanent building",248.24,"Sq.m","Environmental protection","To Follow","n/a","Not Currently Available",7729.53,"Not Currently Available","n/a"
"10010517062","3266","Binley Woods Community Youth Club","","Coombe Drive","Binley Woods","CV3 2QU",440286,277173,"Freehold","Part or Wholly let out on Leasehold or Licence","Land with a permanent building",116.30,"Sq.m","Education and learning","To Follow","n/a","Not Currently Available",384.87,"Not Currently Available","n/a"
"10013181212","5361","Leamington Library & Information Centre","","Parade","Leamington Spa","CV32 4AA",431851,265517,"Leasehold","Occupied by the Local Authority","Land with a permanent building",1142.04,"Sq.m","Leisure and culture","To Follow","n/a","Not Currently Available",70639.58,"Not Currently Available","n/a"
"10007780076","1260","Land at rear of 119 Hillcrest Road","Withheld","Withheld","Withheld","CV10",0,0,"Freehold","Vacant","Land only",0.09,"Hectares","Government, citizens and rights","To Follow","n/a","Not Currently Available",0.00,"Not Currently Available","n/a"
"10023381848","4376","Bidford-on-Avon CE Primary School / Community Libr","","Bramley Way","Bidford-On-Avon","B50 4QG",409681,252158,"Freehold","Part or Wholly let out on Leasehold or Licence","Land with a permanent building",2017.85,"Sq.m","Education and learning","To Follow","n/a","Not Currently Available",132417.43,"Not Currently Available","D"
"100071495548","1262","Family Community Care Centre","","Ramsden Avenue","Nuneaton","CV10 9EB",433653,292828,"Ground Lease","Occupied by the Local Authority on a Ground Lease","Land with a permanent building",32.08,"Sq.m","Government, citizens and rights","To Follow","n/a","Not Currently Available",25358.93,"Not Currently Available","n/a"
"100071500154","3268","Rugby Library & Information Centre","","Little Elborow Street","Rugby","CV21 3BZ",450165,275072,"Leasehold","Part or Wholly let out on Leasehold or Licence","Land with a permanent building",1713.09,"Sq.m","Leisure and culture","To Follow","n/a","Not Currently Available",53108.89,"Not Currently Available","n/a"
"10010517143","3269","Land & Chipping Store at Paynes Lane","","Paynes Lane","New Bilton, Rugby","CV21 2UH",448813,275472,"Freehold","Occupied by the Local Authority","Land only",0.39,"Hectares","Transport and highways","To Follow","n/a","Not Currently Available",0.00,"Not Currently Available","n/a"
"100071500999","3270","Hospital of St Cross","","Barby Road","Rugby","CV22 5PX",450551,274394,"Leasehold","Occupied by the Local Authority","Land with a permanent building",249.73,"Sq.m","Government, citizens and rights","To Follow","n/a","Not Currently Available",18161.08,"Not Currently Available","n/a"
"100071500112","3271","Benn Partnership Centre","","Railway Terrace","Rugby","CV21 3HR",450822,275676,"Leasehold","Occupied by the Local Authority","Land with a permanent building",0.00,"Sq.m","Health and social care","To Follow","n/a","Not Currently Available",0.00,"Not Currently Available","n/a"
"100071500112","3271","Benn Partnership Centre","","Railway Terrace","Rugby","CV21 3HR",450822,275676,"Leasehold","Occupied by the Local Authority","Land with a permanent building",0.00,"Sq.m","Health and social care","To Follow","n/a","Not Currently Available",0.00,"Not Currently Available","n/a"
"200002868838","1267","Keresley Village Community Centre","","Howat Road","Keresley End, Coventry","CV7 8JP",432055,285166,"Leasehold","Occupied by the Local Authority","Land with a permanent building",0.00,"Sq.m","Health and social care","To Follow","n/a","Not Currently Available",0.00,"Not Currently Available","n/a"
"200002868838","1267","Keresley Village Community Centre","","Howat Road","Keresley End, Coventry","CV7 8JP",432055,285166,"Leasehold","Occupied by the Local Authority","Land with a permanent building",0.00,"Sq.m","Health and social care","To Follow","n/a","Not Currently Available",0.00,"Not Currently Available","n/a"
"n/a","2220","Land at Holly Farm","","Knowle Hill","Hurley","n/a",424447,295742,"Freehold","Part or Wholly let out on a Leasehold or Licence","Land only",7.26,"Hectares","Environmental protection","To Follow","n/a","Not Currently Available",0.00,"Not Currently Available","n/a"
"10070378468","4382","Brookbank Complex Needs Centre","","Alcester Road","Stratford-Upon-Avon","CV37 9DD",418790,255174,"Freehold","Part or Wholly let out on Leasehold or Licence","Land with a permanent building",171.58,"Sq.m","Health and social care","To Follow","n/a","Not Currently Available",8507.32,"Not Currently Available","n/a"
"10001172533","2221","Little Stars Nursery (Foalyard Nurseries Ltd)","","Old Farm Road","Mancetter","CV9 1QN",431959,296711,"Leasehold","Part or Wholly let out on Leasehold or Licence","Land with a permanent building",55.12,"Sq.m","Education and learning","To Follow","n/a","Not Currently Available",1897.68,"Not Currently Available","n/a"
"100071362941","5373","St. Mary's Lodge Mental Health Resource Centre","12","St Marys Road","Leamington Spa","CV31 1JN",432678,265310,"Other","Occupied by the Local Authority","Land with a permanent building",0.00,"Sq.m","Government, citizens and rights","To Follow","n/a","Not Currently Available",0.00,"Not Currently Available","n/a"
"10013182387","5374","Land at Warwick Parkway Railway Station","","Old Budbrooke Road","Budbrooke, Warwick","CV35 8RH",426504,265450,"Freehold","Part or Wholly let out on Leasehold or Licence","Land only",1.89,"Hectares","Licences, permits and permissions","To Follow","n/a","Not Currently Available",0.00,"Not Currently Available","n/a"
"10007771839","1270","Eliot Park Innovation Centre","4","Barling Way","Nuneaton","CV10 7RH",435489,290247,"Freehold","Part or Wholly let out on Leasehold or Licence","Land with a permanent building",4206.98,"Sq.m","Transport and highways","To Follow","n/a","Not Currently Available",118873.71,"Not Currently Available","n/a"
"100071510229","5379","Warwick Hospital Social Work Team","","Lakin Road","Warwick","CV34 5BW",428524,265839,"Other","Occupied by the Local Authority","Land with a permanent building",0.00,"Sq.m","Government, citizens and rights","To Follow","n/a","Not Currently Available",0.00,"Not Currently Available","n/a"
"10024634803","4384","Footpath fronting 273 / 275 Alcester Road","275","Alcester Road","Stratford-Upon-Avon","CV37 9JG",418134,255339,"Freehold","Occupied by the Local Authority","Land only",0.03,"Hectares","Government, citizens and rights","To Follow","n/a","Not Currently Available",0.00,"Not Currently Available","n/a"
"100071485904","2222","Kingsbury Clinic North Warks Community Health Tm","","Coventry Road","Kingsbury","B78 2LN",421699,296352,"Other","Occupied by the Local Authority","Land with a permanent building",0.00,"Sq.m","Government, citizens and rights","To Follow","n/a","Not Currently Available",0.00,"Not Currently Available","n/a"
"100071496200","1273","Riversley Park Resource Centre","","Coton Road","Nuneaton","CV11 5TY",436298,291307,"Leasehold","Occupied by the Local Authority","Land with a permanent building",0.00,"Sq.m","Government, citizens and rights","To Follow","n/a","Not Currently Available",0.00,"Not Currently Available","n/a"
"10024634647","4385","Site of Former Well Cottage","Withheld","Withheld","Withheld","B95",0,0,"Freehold","Vacant","Land only",0.05,"Hectares","Government, citizens and rights","To Follow","n/a","Not Currently Available",0.00,"Not Currently Available","n/a"
"10010504219","3276","Cawston Grange Primary School (Academy)","","Scholars Drive","Cawston, Rugby","CV22 7GU",447537,273946,"Freehold","Part or Wholly let out on Leasehold or Licence","Land with a permanent building",1608.47,"Sq.m","Education and learning","To Follow","n/a","Not Currently Available",45012.22,"Not Currently Available","D"
"10007780060","1275","Oak Wood Primary School (Academy)","","Morris Drive","Nuneaton","CV11 4QH",436808,290334,"Freehold","Part or Wholly let out on Leasehold or Licence","Land with a permanent building",1405.57,"Sq.m","Education and learning","To Follow","n/a","Not Currently Available",45564.86,"Not Currently Available","D"
"10007773990","1276","Oak Wood Secondary School (Academy)","","Morris Drive","Nuneaton","CV11 4QH",436756,290432,"Freehold","Part or Wholly let out on Leasehold or Licence","Land with a permanent building",3973.42,"Sq.m","Education and learning","To Follow","n/a","Not Currently Available",89446.74,"Not Currently Available","D"
"100071399550","3277","Rugby Town Hall","","Evreux Way","Rugby","CV21 2RR",450217,275507,"Licence","Part Occupied by the Local Authority on a Licence","Land with a permanent building",0.00,"Sq.m","Government, citizens and rights","To Follow","n/a","Not Currently Available",0.00,"Not Currently Available","n/a"
