ESTAB,School name,District,Education Area,Type,Phase,2008 Information Not Yet Obtained,2008 Any Other Asian Background,2008 Any Other Black Background,2008 Any Other Ethnic Group,2008 Any Other Mixed Background,2008 Any Other White Background,2008 Bangladeshi,2008 Black - African,2008 Black Caribbean,2008 Chinese,2008 Gypsy / Roma,2008 Indian,2008 Pakistani,2008 Refused,2008 Traveller of Irish Heritage,2008 White - British,2008 White - Irish,2008 White and Asian,2008 White and Black African,2008 White and Black Caribbean,2009 Information Not Yet Obtained,2009 Any Other Asian Background,2009 Any Other Black Background,2009 Any Other Ethnic Group,2009 Any Other Mixed Background,2009 Any Other White Background,2009 Bangladeshi,2009 Black - African,2009 Black Caribbean,2009 Chinese,2009 Gypsy / Roma,2009 Indian,2009 Pakistani,2009 Refused,2009 Traveller of Irish Heritage,2009 White - British,2009 White - Irish,2009 White and Asian,2009 White and Black African,2009 White and Black Caribbean,2010 Information Not Yet Obtained,2010 Any Other Asian Background,2010 Any Other Black Background,2010 Any Other Ethnic Group,2010 Any Other Mixed Background,2010 Any Other White Background,2010 Bangladeshi,2010 Black - African,2010 Black Caribbean,2010 Chinese,2010 Gypsy / Roma,2010 Indian,2010 Pakistani,2010 Refused,2010 Traveller of Irish Heritage,2010 White - British,2010 White - Irish,2010 White and Asian,2010 White and Black African,2010 White and Black Caribbean
3371,"St. Paul's C.Of E. Primary School, Leamington Spa",Warwick,Central,Primary,Primary,0,0.6,0,0,1.2,3,0,0,0,0.6,0,7.4,1.5,0,0,78.9,0,3.6,0.9,2.4,0,0.3,0,0.8,1.7,2.5,0,0,0,0.8,0,6.2,0.6,0,0,80.7,0,3.1,1.1,2,0,0,0,0.8,2.8,3.3,0,0,0,0.8,0,6.4,0.3,0,0,78.6,0.3,3.3,1.4,1.9
3391,Dunchurch Boughton C.Of E. (Voluntary Aided) Junior School,Rugby,Eastern,Junior,Primary,1.1,0.4,0,0,0,1.5,0,0,0,0.4,0,1.9,0,3.4,0,88.4,0.4,2.2,0,0.4,4.6,0,0,0.4,0.4,1.9,0,0,0,0,0,1.5,0,3.8,0,84.3,0,2.7,0,0.4,1.9,0.4,1.1,0,0.4,1.5,0,0.8,0,0,0,1.5,0.4,2.6,0,86.8,0,2.3,0,0.4
3500,"Our Lady's Catholic Primary School, Alcester",Stratford on Avon,Southern,Primary,Primary,0,0,0,1.1,0,2.2,0,0,0,0,0,0,0,2.2,0,88.9,0,2.2,0,3.3,0,0,0,1.1,0,4.3,0,0,0,0,0,0,0,2.2,0,87,0,3.3,0,2.2,0,0,0,1,0,4.2,0,0,0,0,0,0,0,0,0,88.5,1,2.1,0,3.1
3501,St. Benedict's Catholic Primary School,North Warwickshire,North Warwickshire,Primary,Primary,0,0,0,0,1.9,5.6,0,0,0,0,0,1.2,0,0,0,90.1,0.6,0,0.6,0,0.6,0,0,0,1.8,5.4,0,0,0.6,0,0,1.2,0,0,0,89.3,0.6,0,0.6,0,1.7,0,0,0,1.7,7.6,0,0,0.6,0,0,0,0,1.2,0,86,0.6,0,0.6,0
3502,St. Francis Catholic Primary School,Nuneaton and Bedworth,Nuneaton & Bedworth,Primary,Primary,0,0,0,0.5,3.4,1,0,1,0,0,0,3.4,0,0,0,86.9,1.5,0,0,2.4,0,0,0.5,0.5,2.5,1.5,0,1.5,0,0,0,3.5,0,0,0,85.5,1.5,0,0.5,2.5,0,0,0,0,1.4,2.9,0,1.9,0,0,0,2.9,0,0,1,85.7,1,0.5,1,1.9
3503,St. Edward's Catholic Primary School,North Warwickshire,North Warwickshire,Primary,Primary,0,0,0,0,0.5,0.9,0,0,0,0,0,0.5,0.5,0.5,0,91.8,0.9,0.5,0,4.1,0,0.5,0,0,0.5,0.9,0,0.5,0.5,0,0,0,0.5,0,0,91.2,1.4,0.5,0,3.7,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,94.4,1.9,0.5,0,2.3
3505,"St. Mary's Catholic Primary School, Southam",Stratford on Avon,Central,Primary,Primary,0.5,0,0,0,0.5,5.1,0,0,0,0,0,0,0,0,0,93.4,0,0,0,0.5,0.6,0,0,0,0,5.4,0,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,93.4,0,0.7,0,0
3506,St. Gregory's Catholic Primary School,Stratford on Avon,Southern,Primary,Primary,0,0.5,0,0,0.9,6.9,0,0.5,0,0,0,1.4,0,0,0,87.6,1.8,0.5,0,0,0,1.8,0.5,0.5,0.9,6.8,0,0.9,0,0,0,0.5,0,0,0,85.1,1.8,0.9,0,0.5,0,1.4,0.5,0.5,1.4,10.9,0,0.5,0,0,0,0.5,0,0,0,78.7,3.6,1.4,0.5,0.5
3507,"St. Mary's Catholic Primary School, Studley",Stratford on Avon,Southern,Primary,Primary,0.5,0,0.5,0,4.1,7.7,0,0,0.5,0,0,2.3,0,0,0,73.2,4.5,1.4,2.3,3.2,0,0,0,0,4,8,0,0.9,0,0,0,1.8,0,0,0,76.4,3.6,1.3,1.3,2.7,0.4,0,0,0.4,4,7.6,0,0.9,0,0,0,2.2,0,0,0,76.9,2.7,1.3,1.3,2.2
3508,"St. Mary's Catholic Primary School, Henley in Arden",Stratford on Avon,Southern,Primary,Primary,2.6,2.6,0,0,2.6,7.9,0,0,0,0,0,0,5.3,13.2,0,57.9,7.9,0,0,0,2.2,2.2,0,0,2.2,0,0,0,4.4,0,0,0,0,11.1,0,62.2,15.6,0,0,0,0,0,0,0,0,2.5,0,0,5,0,0,0,0,7.5,0,72.5,10,0,0,2.5
3520,Our Lady Of The Angels Catholic Infant School,Nuneaton and Bedworth,Nuneaton & Bedworth,Infant,Primary,3.5,0.4,0,0,0.7,3.2,0,0.7,0,0,0,9.9,0.4,3.2,0.4,75.2,1.1,0,0.4,1.1,0.7,0.4,0,0.7,0.7,4.6,0,0.4,0,0,0,10,0.4,3.9,0,74.6,1.1,0.7,0.4,1.4,0.3,0.7,0,0.3,0,3.8,0,0.3,0,0,0,11.8,0,3.1,0,75.4,0.7,1,0.7,1.7
3541,St. Augustine's Catholic Primary School,Warwick,Central,Primary,Primary,0,0,0.5,0.5,1.9,7.7,0,0.5,0.5,0,0,1,0,1,0,80.4,2.9,2.9,0.5,0,0,0,0,0,0.5,9.4,0,0.5,0.5,0,0,1,0,0,0,77.3,5.4,4.9,0.5,0,0,0,0,0.5,1,9.1,0,1.5,0,0,0,1,0,0,0,77.3,4,4.5,0.5,0.5
3542,St. Peter's Catholic Primary School,Warwick,Central,Primary,Primary,0,0.9,0,0,2.8,27.1,0,0,0,0,0,0,0,0,0,64.5,1.9,2.8,0,0,0,0,0,0,2.8,29.6,0,0,0,0.9,0,0,0,0,0,60.2,1.9,4.6,0,0,0,0,0,0,1.8,27.4,0,0,0,0.9,0,0,0,0,0,61.9,3.5,4.4,0,0
3543,St. Patrick's Catholic Primary School,Warwick,Central,Primary,Primary,0,0,0,0,0,22,0,1.2,0,0,0,1.2,0,0,0,74,0.6,0.6,0,0.6,0,0.6,0,0.6,0,23.3,0,0,0,0,0,1.1,0,0,0,71.1,1.1,1.1,0,1.1,0,1,0,0,0.5,21.8,0,0,0,0.5,0,1.5,0,0,0,70.6,1.5,1,0,1.5
3544,St. Anthony's Catholic Primary School,Warwick,Central,Primary,Primary,0,1.8,0,0.4,3.9,14.5,0,0.4,0,0.4,0,16.7,0,0,0,57.9,1.8,1.3,0,0.9,0.5,3.7,0,0.5,5.5,15.1,0,0,0,0,0,18.3,0,0,0,54.3,1.4,0.5,0,0.5,0,4.8,0,0,6.6,16.7,0,0.4,0,0,0,19.4,0,0,0,49.3,1.3,0.9,0,0.4
3545,St. Mary Immaculate Catholic Primary School,Warwick,Central,Primary,Primary,0,1.2,0,2.4,0,2.4,0,0,0,0,0,5.9,0,1.2,0,82.4,3.5,0,0,1.2,0,1.1,0,3.4,0,9.2,0,0,0,0,0,4.6,0,0,0,78.2,2.3,0,0,1.1,0,3.8,0,3.8,0,6.3,0,0,0,0,0,6.3,0,0,0,77.2,2.5,0,0,0
3546,Our Lady & St. Teresa's Catholic Primary School,Warwick,Central,Primary,Primary,0,0,0,0,3.6,0.9,0,0.9,0,0,0,0.9,0,6.3,0,79.5,0.9,1.8,0.9,4.5,0,0,0.9,0,0.9,0.9,0,0.9,0,0.9,0,3.7,0,1.9,0,81.3,0,1.9,1.9,4.7,0,0,0,0,3.6,0,0,0,0,0.9,0,3.6,0.9,0,0,78.6,0,2.7,2.7,7.1
3547,St. Joseph's Catholic Primary School,Warwick,Central,Primary,Primary,0,0,0,0,0.5,5.3,0,1.5,0,0,0,6.3,1,0.5,0,80.6,0.5,1.9,1,1,0,0,0,0,0.5,4.4,0,2,0,0,0,5.4,1,0.5,0,80.5,1.5,2,1.5,1,0,0,0,0.5,1.5,3.9,0,2,0,0,0,4.9,1,0,0,79.9,2,1.5,1.5,1.5
3561,"Our Lady's Catholic Primary School, Princethorpe",Rugby,Eastern,Primary,Primary,0,0,0,0,0,3.5,0,0,0,0,0,1.8,0,0,1.8,85.1,7,0.9,0,0,0,0,0,0,0,4.5,0,0,0,0,0,1.8,0,0,1.8,82.9,6.3,0.9,0,1.8,0,0,0,0,1.6,2.5,0,0,0,0,0,1.6,0,0,5.7,82,4.9,0,0,1.6
3562,St. Marie's Catholic Junior School,Rugby,Eastern,Junior,Primary,0,1,3.8,1.4,0.5,13.4,0,5.3,1,0.5,0,1,1.4,0,0,66.5,1,1,0,2.4,0,1.4,1.8,1.4,0.5,17.3,0,5.5,0.5,0.5,0,1.8,0.9,0,0,64.5,1.4,0.5,0.5,1.8,0,2.4,1,1,1.4,21.9,0,5.2,0.5,0,0,1.9,0,0.5,0,61.4,1,0.5,0.5,1
3563,St. Marie's Catholic Infant School,Rugby,Eastern,Infant,Primary,0,1,1,0,2.5,18.6,0,3.9,0,0.5,0,3.4,0,5.4,0,56.4,1,1,1,4.4,0,0.9,1.4,0.5,2.3,24.8,0,5,0,0.5,0,4.1,0,2.8,0,54.6,0,0.5,0.5,2.3,0,1.4,1.9,0.5,1.4,23.1,0,5.6,0,0.5,0,5.1,0,2.8,0,54.6,0,0.9,0.5,1.9
3564,English Martyrs Catholic Primary School,Rugby,Eastern,Primary,Primary,0,0.5,0.5,1,0.5,2.4,0,0,0.5,0,0,1,0,0,0,91.9,1,1,0,0,0,1.9,1,1,1.4,1.4,0,0,0.5,0.5,0,2.4,0,0,0,87.6,1.9,0.5,0,0,0,0.9,0.9,1.4,1.4,0.5,0,0,0,0.9,0,4.7,0,0,0,87.4,1.4,0.5,0,0
3583,St. Anne's Catholic Primary School,Nuneaton and Bedworth,Nuneaton & Bedworth,Primary,Primary,0.9,0,0,0,0.9,2.3,0,0.9,0,0,0,0,0,0,0,91.7,0,0,0.5,2.8,0,0,0,0,1,4.4,0,0.5,0,0,0,0,0,0,0,91.2,0,0,0.5,2.4,0,0,0,0,1,5.1,0,1,0,0,0,0,0,0,0,90.4,0,0,0.5,2
3584,St. Joseph's Catholic Junior School,Nuneaton and Bedworth,Nuneaton & Bedworth,Junior,Primary,0,0.4,0,0,2.6,1.5,0,0,0,0,0,4.5,0.4,1.5,1.5,82.5,1.9,0.4,0.4,2.6,0,0.4,0,0,2.2,2.2,0,0.7,0,0,0,4.1,0,3,2.2,80.8,1.1,0.4,0.4,2.6,0,2.6,0,0,2.2,3,0,0.4,0,0,0,3.7,0,3,1.8,80.4,1.1,0,0,1.8
3585,Southam St. James (Voluntary Aided) C. Of E. Primary School,Stratford on Avon,Central,Primary,Primary,0.5,0.5,0,0.5,1,1.5,0,0,0,0,0,0,0,0.5,0,92.6,0,2.5,0,0.5,0,0.5,0,0,1.5,1,0,0,0,0,0,0.5,0,0.5,0,94,0,2,0,0,0.6,0.6,0,0,1.1,1.1,0,0,0,0,0,0.6,0,1.1,0,93.3,0,1.7,0,0
3586,Coleshill C.Of E. Primary School,North Warwickshire,North Warwickshire,Primary,Primary,0,0.7,0.3,0,1.3,1.7,0,1.3,0.3,0,0,0,0,0,0,91.7,0,0.3,0.3,2,0,0.7,0,0,2.8,1.7,0,1,0.3,0,0,0.3,0,0,0,88.9,0.3,0.3,1,2.4,0,0,0.7,0.7,2.7,2.4,0,0.7,0.3,0,0,0.3,0,0,0,87.8,0.3,0.3,0,3.7
3587,Barford St. Peter's C.Of E. Primary School,Warwick,Southern,Primary,Primary,0,1.7,0,0,1.7,0,0,0,0,0,0,1.7,0,0,0,94.8,0,0,0,0,0,0,0,0,3.5,0,0,0,0,0,0,2.6,0,0,0,93.9,0,0,0,0,0,0,0,0,3.5,0.9,0,0,0,0,0,2.6,0,0,0,93,0,0,0,0
3588,"All Saints C.Of E. (VA) Primary School, Leek Wootton",Warwick,Central,Primary,Primary,0,0,0,0,3.3,2.4,0,0,0,0,0,2.4,0,0,0,87.8,0,1.6,0,2.4,0,0.8,0,0,4.1,0.8,0,0,0,0,0,1.6,0,0,0,89.3,0,0.8,0,2.5,0,0.8,0,0,3.9,0.8,0,0,0,0,0,1.6,0,0,0,90.6,0,0,0,2.4
3589,St. Lawrence C.Of E. (Voluntary Aided) Primary School,Stratford on Avon,Central,Primary,Primary,0,0,0,0,0.7,2.1,0,0,0,0,0,0,1.4,0,0,94.5,1.4,0,0,0,0,0,0,0,0.7,1.4,0,0,0,0,0,0,1.4,0,0,95.3,0.7,0,0,0.7,0,0,0,0,0.7,0.7,0,0,0,0,0,0,0.7,0,0,96,0.7,0.7,0,0.7
3590,Knightlow C.Of E. Primary School,Rugby,Eastern,Primary,Primary,0,0,0,0,0,0,0,0,0,0,0,1.7,0,0,0,97.2,0,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,97.3,0,1.1,1.1,0,0,0,0,1.1,0,0,0,0,0,0,0,0,0,0,0,94.7,0,2.7,1.1,0.5
3591,St. Andrew's Benn C.Of E. (Voluntary Aided) Primary School,Rugby,Eastern,Primary,Primary,0,0.9,0,15.2,0.4,0,0,4.3,2.2,0,0,2.6,6.9,0,0,58.4,0.4,1.7,1.3,5.6,0,0.9,0,19.2,0.4,3.1,0,3.6,3.1,0.4,0,2.2,5.8,0,0,52.2,0,1.8,0.9,6.3,0,1.8,0,19.3,0.9,1.8,1.3,3.1,2.6,0.4,0,2.2,5.7,0,0,51.3,0,2.6,0.9,6.1
3592,St. Nicolas C.Of E. (Voluntary Aided) Primary School,Nuneaton and Bedworth,Nuneaton & Bedworth,Primary,Primary,0,1.1,0,0,0.2,0,0,0,0.5,0,0,3.8,0.9,0.5,0,89.4,0,1.4,0,2.3,0,0.9,0,0,0.2,0,0,0,0.4,0,0,4.2,0.9,0.9,0,88.2,0,2,0.2,2,0,0.5,0,0,0,0,0,0,0.7,0,0,4.1,1.1,0.9,0,88,0.2,2.1,0.2,2.1
3593,The Revel C.Of E. (Aided) Primary School,Rugby,Eastern,Primary,Primary,0,0.9,0,0.3,0.3,1.4,0,0.3,0.3,0,0,1.7,0,0,0,93.4,0,0,0.9,0.6,0.3,0.6,0.3,0.3,2.3,1.4,0,0.3,0,0,0,1.7,0,0,0,91.9,0,0,0.3,0.6,0,0.3,0.3,0.3,2.1,0.3,0,0,0,0.3,0,1.5,0,0,0,93.7,0,0,0,1.2
3594,Cawston Grange Primary School,Rugby,Eastern,Primary,Primary,0,0,0,0,1.3,0.9,0,0,0,0.4,0,9.8,0,2.2,0,83.6,0,0,0,1.8,0,0,0,0,1.7,4.8,0,0.4,0,0,0,8.7,0,2.6,0,79.7,0,0,0,2.2,0,0.4,0,0,1.7,3.9,0,0.4,0,0,0,7.8,1.3,1.3,0,80,0,0,0,3
3595,"St. Nicholas' C. Of E. Primary School, Alcester",Stratford on Avon,Southern,Primary,Primary,0,0.6,0,0,1.5,1.5,0.6,0.3,0,1.2,0,0.3,0,0,0,92.9,0,0.3,0.3,0.3,0.3,0.3,0,0,1,1,1,0.3,0,1,0,0,0,0,0,93.6,0,1,0.3,0.3,0,0,0,0,0.9,0.9,0.6,0.3,0,0.6,0,0.3,0.3,0,0.6,94.3,0,0.9,0,0.3
3596,Kingsbury Primary School,North Warwickshire,North Warwickshire,Primary,Primary,0,0,0,0,1,0.3,0,0,0,0,0,0,0,0,0,98.6,0,0,0,0,0,0,0,0.3,2.7,0.3,0,0,0,0,0,0,0,0.3,0,96.2,0,0,0,0,0,0,0,0.4,2.2,0,0,0,0,0,0,0.4,0,0,0,97.1,0,0,0,0
3597,Rokeby Primary School,Rugby,Eastern,Primary,Primary,0.7,0.7,0,0,0.4,1.9,0.4,1.1,0.4,0,0,0.7,0.4,0,0,90,0,0.7,0.4,2.2,0,1.3,0,0,0.9,3,0.4,1.3,0.4,0,0,0.4,0,1.7,0,87.1,0,0.9,0.4,2.2,0,1.8,0,0,0.9,3.2,0.5,1.4,0.5,0,0,0.5,0,0.9,0,87.8,0,0.9,0.5,1.4
4002,Stratford-upon-Avon Grammar School for Girls A Specialist College for Language and Science,Stratford on Avon,Southern,Secondary,Secondary,5.5,0.7,0,0.7,0.5,3.5,0,0,0,1.2,0,2.2,0.2,2,0,81.9,0.7,0.8,0.2,0.2,3.6,0.7,0,0.5,1.5,2.9,0,0.2,0,1.8,0,2,0.2,1.5,0,83.4,0.5,1,0.2,0.3,0.8,0.6,0,0.5,1.3,2.4,0.2,0.5,0,1.5,0,1.6,0.2,4.4,0,84.7,0.2,1,0,0.3
4004,Etone Technology Language Vocational College,Nuneaton and Bedworth,Nuneaton & Bedworth,Secondary,Secondary,0,1.3,0.1,0.1,0.7,0.8,0,0,0.3,0,0,6.7,0.5,0.3,0,87.1,0,0.8,0.1,1.2,0,2.7,0.3,0,0.6,1.1,0,0,0.1,0,0,6.6,0.9,0.1,0,85.6,0,1,0,1,0,3.4,0.3,0.1,0.8,1.4,0.1,0.3,0.1,0,0,8.9,1,0,0,81.5,0.1,0.8,0.3,1
4103,Nicholas Chamberlaine Technology College,Nuneaton and Bedworth,Nuneaton & Bedworth,Secondary,Secondary,0.1,0.8,0.2,0.1,0.5,0.4,0,0.1,0.2,0.2,0.1,4.6,0.2,0.7,0.1,89.9,0.1,0.7,0.1,1,0,1,0.2,0.1,0.6,0.4,0,0.1,0.1,0.2,0.1,4.4,0.2,0.7,0,90.3,0.2,0.9,0,0.7,0,0.8,0.1,0.1,0.4,0.4,0,0.2,0.1,0.3,0,3.9,0.4,0.6,0,90.7,0.2,1,0,0.7
4108,Henley-In-Arden High School,Stratford on Avon,Southern,Secondary,Secondary,0,0.7,0.2,0.5,1.3,0.7,0.2,0,1,0,0,0.5,1.8,0.2,0,92.4,0.3,0.2,0,0.2,0,1.3,0.2,0.5,1.5,1.5,0.2,0,1.1,0,0,1.1,0.8,0.3,0,90.4,0.5,0.5,0,0.2,0,1,0.2,0.5,1.1,1.5,0.2,0,0.7,0,0,1.1,0.7,0.3,0,91.9,0.3,0.5,0,0.2
4110,"Kineton High School, A Specialist Sports College",Stratford on Avon,Southern,Secondary,Secondary,0,0.4,0,0.3,0.4,1.9,0,0,0,0,0,0.2,0,10.3,0,86.2,0,0.1,0,0.2,0,0.5,0,0,0.3,1.7,0,0.1,0,0,0,0.2,0.1,8.8,0,87.7,0,0.3,0,0.2,0,0.5,0,0,0.2,1.3,0,0.1,0,0,0,0.4,0.1,8.8,0,88,0,0.4,0,0.2
4111,"Kingsbury School, a Specialist Science and Mathematics College",North Warwickshire,North Warwickshire,Secondary,Secondary,0,0,0.3,0,1.3,0.2,0,0,0.7,0,0,1.3,0,0.8,0,94.4,0,0.2,0.2,0.7,0,0,0.3,0,1.1,0.2,0,0,0.8,0,0,1,0,0.5,0,94.9,0,0.2,0.2,0.8,0,0,0.5,0.2,1.1,0,0,0,0.6,0,0,0.8,0.2,0.2,0,95.5,0.2,0.2,0.2,0.5
4112,The Polesworth School - A Specialist Language College,North Warwickshire,North Warwickshire,Secondary,Secondary,0.1,0,0,0.3,0.2,0.7,0,0.1,0.1,0.3,0,0.1,0,1.7,0.1,95.7,0,0.1,0.1,0.3,5.7,0.2,0,0.1,0.4,0.6,0,0.1,0.1,0.2,0,0.3,0,0.7,0,90.9,0.1,0.1,0.1,0.3,5.8,0.2,0,0.1,0.3,0.6,0,0.1,0.1,0.2,0,0.1,0,0.1,0,91.6,0.1,0.1,0.1,0.4
4113,"Shipston High School, a Specialist Technology College",Stratford on Avon,Southern,Secondary,Secondary,0,0.3,0,0.3,0.3,1.5,0,0,0,0,0,0,0,18.2,0,78.8,0,0.3,0,0.3,0,0.6,0.6,0.6,0.3,1.1,0,0,0,0.3,0,0.3,0,16.5,0.6,78.7,0,0.3,0,0.3,0,0.6,0.3,0.3,0.6,1.4,0,0,0,0.3,0.8,0.3,0,16.3,0,78.6,0,0.3,0,0.3
4114,Southam College,Stratford on Avon,Central,Secondary,Secondary,0,0.3,0,0.1,0.5,1.5,0,0,0,0.4,0,0.4,0,1.8,0,94.5,0.2,0.2,0,0.2,0.1,0.3,0,0.2,0.6,1.6,0,0,0,0.3,0,0.3,0,1.3,0,94.6,0.3,0.3,0,0.3,0.7,0.3,0,0.2,0.5,0.9,0,0,0,0.3,0,0.4,0,1.6,0,94,0.2,0.6,0.1,0.1
4124,"Stratford-upon-Avon High School, A Maths and Computing Specialist College",Stratford on Avon,Southern,Secondary,Secondary,0,0.5,0,0.6,0.4,1.8,0,0.3,0.2,0,0,0.1,0,3.3,0,92.2,0.2,0.2,0.1,0.2,0,0.4,0.1,1.3,0.5,1.6,0,0.4,0.1,0,0,0.4,0,2.4,0,92,0.3,0.2,0.1,0.2,0,0.4,0.3,1.4,0.4,2.1,0,0.3,0.1,0,0.1,0.6,0,1.3,0,92.1,0.3,0.2,0.1,0.2
4150,Alderman Smith School And Sports College,Nuneaton and Bedworth,Nuneaton & Bedworth,Secondary,Secondary,0,0.3,0,0.2,0.3,0.6,0,0,0.2,0.1,0,0.9,0,0.7,0,95.6,0,0.3,0,1,0,0.3,0,0.2,0.5,1,0,0,0.2,0.2,0,0.9,0,0.6,0,94.9,0,0.1,0,1.1,0.1,0.5,0,0.2,0.6,0.9,0,0.1,0.2,0,0,1.1,0,0.6,0,94.9,0,0.1,0,0.8
4153,Higham Lane School A Business and Enterprise College,Nuneaton and Bedworth,Nuneaton & Bedworth,Secondary,Secondary,0,1.2,0.2,0.3,0.9,0.6,0,0,0.2,0.2,0,5.4,0.8,0.3,0,88.4,0,0.6,0.1,0.8,0,0.9,0.2,0.3,1.2,0.6,0,0,0.2,0.3,0,5.9,1,0.2,0,87.7,0,0.5,0.1,1,0,1.5,0.2,0.6,1.2,0.7,0,0.1,0.2,0.3,0,6.2,1.1,0.2,0,85.6,0,0.6,0,1.6
4154,Manor Park Community School and Specialist Arts College,Nuneaton and Bedworth,Nuneaton & Bedworth,Secondary,Secondary,0,1.8,0.2,0.4,0,0.4,0,0.7,0.7,0,0,13.5,0.9,0.5,0,79.1,0.2,0.9,0,0.7,0,1.8,0.2,0.4,0.2,0.4,0,0.8,0.8,0,0,14.5,0.8,0.2,0,77.9,0.2,1.4,0,0.4,0.4,1.7,0.4,0.2,0,0.4,0,0.4,0.4,0,0,12.4,1.5,0.6,0,79.2,0.4,1.5,0,0.4
4190,Aylesford School. A specialist Language and Music College,Warwick,Central,Secondary,Secondary,0.4,1,0.1,0.4,0.1,2,0,0.4,0.2,0.4,0,3,0.2,0.5,0,90.6,0.1,0.1,0,0.2,0.2,1.1,0.2,0.6,0.1,2,0,0.6,0.2,0.4,0,2.5,0.4,0.4,0,90.1,0.1,0.4,0,0.4,0.2,1,0.2,0.8,0.2,2.3,0,0.4,0.2,0.5,0,2.8,0.4,0.3,0,89.5,0.1,0.4,0,0.5
4192,Campion School,Warwick,Central,Secondary,Secondary,0.5,0.9,0,0.4,0.4,10.5,0,0.5,0.2,0.5,0,9.6,0.7,0.2,0,73.6,0,0.9,0,1.1,0.8,2.1,0,0.9,0.8,11.1,0,0.2,0.2,0.6,0,7.7,0.6,0,0,73.5,0,0.9,0,0.8,0,2.8,0.2,0.6,1.3,13.5,0.2,0.6,0.2,0.6,0,6.3,0.6,0,0,71.2,0,1.1,0,1.1
4233,The Coleshill School - a Maths and Computing College,North Warwickshire,North Warwickshire,Secondary,Secondary,4.6,0.2,0.1,0.2,1.3,0.5,0,0,0.5,0,0,0.2,0,1.9,0,87.8,0,0.1,0,2.6,9.3,0.1,0.2,0.2,1.2,0.5,0,0,0.5,0,0,0.2,0,1.4,0,83.8,0,0.1,0,2.5,13,0,0,0,1.1,0.5,0,0.1,0.6,0,0,0.1,0,1.2,0,80,0,0.1,0.1,3.1
4236,Kenilworth School and Sports College,Warwick,Central,Secondary,Secondary,0,0.7,0.2,0.2,1,2.6,0.1,0.1,0,0.3,0,2.1,0.3,3.9,0.1,86.9,0.2,0.5,0.2,0.7,6.6,0.7,0.1,0.2,0.9,2.5,0,0.1,0.1,0.3,0,2.2,0.3,1.8,0.1,82.8,0.3,0.5,0.1,0.6,0.7,0.7,0.1,0.2,0.7,3.1,0.1,0.1,0.1,0.2,0,2.3,0.6,0.8,0.1,88.6,0.4,0.6,0.1,0.5
4237,North Leamington School,Warwick,Central,Secondary,Secondary,0,2.4,0.1,0.3,1.7,1.7,0.1,0.4,0.4,0.3,0,6.1,0.4,0.8,0,83.1,0.1,1,0.1,1.1,0,3.8,0.1,0.2,1.7,2.1,0.1,0.5,0.4,0.2,0,5.5,0.3,0.4,0,82.3,0,0.9,0.1,1.2,0.2,4.1,0.1,0.7,2.3,1.7,0.1,0.6,0.3,0.1,0,4.9,0.2,0.4,0,82,0,1.1,0.1,1.1
4238,Bilton School A Maths and Computing College,Rugby,Eastern,Secondary,Secondary,0,0.6,0.1,0.4,0.7,2.4,0.4,0.6,0.4,0.3,0,2.1,0.4,1.5,0,87.2,0.3,0.6,0.1,1.9,0,0.8,0.1,0.3,1.1,4,0.4,1.3,0.7,0.4,0,2.2,0.5,1.5,0,83.7,0.3,0.6,0.1,2,0,1,0.1,0.3,1.1,5.1,0.3,1.8,0.8,0.5,0,2.4,0.8,0.9,0,82.3,0.2,0.6,0.3,1.7
4240,Alcester High School Technology College,Stratford on Avon,Southern,Secondary,Secondary,0,0,0,0.1,0.9,0.5,0.2,0.4,0.2,0.2,0.1,0.2,0,0.5,0,96.3,0,0.1,0,0.1,0,0,0,0,0.5,1,0.2,0.2,0.2,0.2,0,0.4,0,0.5,0,96.2,0.1,0.2,0,0.2,0,0.2,0.1,0,0.5,1.2,0,0.2,0.1,0.2,0.1,0.6,0,0.4,0,95.5,0.1,0.4,0,0.2
4241,Ashlawn School,Rugby,Eastern,Secondary,Secondary,0,2,0,0.6,1,2.3,0,0.6,0.3,0.7,0,6.1,1.1,0.4,0,82.1,0.3,1,0.4,1.2,0,2.4,0,0.8,0.8,1.5,0.1,0.7,0.2,0.7,0,5.2,1.1,0.3,0,84.1,0.1,0.9,0.1,1,0,3.3,0,0.7,0.9,1.4,0.1,0.5,0.2,0.5,0,4.7,1.1,0.6,0,84,0,0.9,0.1,1.1
4601,King Edward VI School,Stratford on Avon,Southern,Secondary,Secondary,0.2,1.2,0,0.8,1.5,2.9,0,0.2,0,1.2,0,3.1,0.6,0.6,0,86.7,0,0.8,0,0.4,0,1,0,0.8,1.7,2.7,0,0.2,0,1.3,0,3.2,0.6,0.6,0,86.5,0,1.1,0.2,0.2,0,1.3,0,0.6,1.8,2.4,0,0,0,1.8,0,3.5,0.7,0.4,0,86.2,0,0.9,0.2,0.2
